Year,School,School_Consistant,lon,lat,IndianMale,IndianFemale,Indian_Pop,Indian_Prcnt,IndianPercent,AsianMale,AsianFemale,Asian_Pop,Asian_Prcnt,AsianPercent,HispanicMale,HispanicFemale,Hispanic_Pop,Hispanic_Prcnt,HispanicPercent,BlackMale,BlackFemale,Black_Pop,Black_Prcnt,BlackPercent,WhiteMale,WhiteFemale,White_Pop,White_Prcnt,WhitePercent,PacificIslandMale,PacificIslandFemale,Pacific_Pop,Pacific_Prcnt,PacificPercent,TwoorMoreMale,TwoorMoreFemale,Mixed_Pop,Mixed_Prcnt,TwoorMorePercent,Total,Diverse1,Diverse2,Diverse3
2019,Quail Hollow Middle,QUAIL HOLLOW MIDDLE,-80.853781,35.113403,0,1,1,0.087,0.10%,17,12,29,2.517,2.50%,216,219,435,37.76,37.80%,218,190,408,35.417,35.40%,133,120,253,21.962,22.00%,1,0,1,0.087,0.10%,15,10,25,2.17,2.20%,"1,152",0,0,0
2020,Quail Hollow Middle,QUAIL HOLLOW MIDDLE,-80.853781,35.113403,1,1,2,0.159,0.20%,16,12,28,2.22,2.20%,286,269,555,44.013,44.00%,213,198,411,32.593,32.60%,120,117,237,18.795,18.80%,0,0,0,0,0.00%,12,16,28,2.22,2.20%,1261,0,0,0
2008,RAMA ROAD ELEMENTARY,RAMA ROAD ELEMENTARY,-80.771848,35.169177,0,2,2,0.358,0.40%,7,13,20,3.578,3.60%,81,66,147,26.297,26.30%,139,138,277,49.553,49.60%,56,57,113,20.215,20.20%,0,0,0,0,0.00%,0,0,0,0,0.00%,559,0,0,0
2009,RAMA ROAD ELEMENTARY,RAMA ROAD ELEMENTARY,-80.771848,35.169177,1,2,3,0.52,0.50%,9,9,18,3.12,3.10%,75,67,142,24.61,24.60%,136,169,305,52.86,52.90%,60,49,109,18.891,18.90%,0,0,0,0,0.00%,0,0,0,0,0.00%,577,0,0,0
2010,RAMA ROAD ELEMENTARY,RAMA ROAD ELEMENTARY,-80.771848,35.169177,1,1,2,0.382,0.40%,8,9,17,3.25,3.30%,58,59,117,22.371,22.40%,133,161,294,56.214,56.20%,45,48,93,17.782,17.80%,0,0,0,0,0.00%,0,0,0,0,0.00%,523,0,0,0
2011,RAMA ROAD ELEMENTARY,RAMA ROAD ELEMENTARY,-80.771848,35.169177,0,0,0,0,0.00%,7,7,14,2.574,2.60%,69,86,155,28.493,28.50%,119,146,265,48.713,48.70%,39,39,78,14.338,14.30%,0,0,0,0,0.00%,20,12,32,5.882,5.90%,544,0,0,0
2012,RAMA ROAD ELEMENTARY,RAMA ROAD ELEMENTARY,-80.771848,35.169177,1,3,4,0.662,0.70%,8,14,22,3.642,3.60%,79,86,165,27.318,27.30%,149,148,297,49.172,49.20%,61,38,99,16.391,16.40%,0,0,0,0,0.00%,12,5,17,2.815,2.80%,604,0,0,0
2013,RAMA ROAD ELEMENTARY,RAMA ROAD ELEMENTARY,-80.771848,35.169177,1,3,4,0.656,0.70%,7,13,20,3.279,3.30%,72,74,146,23.934,23.90%,167,159,326,53.443,53.40%,51,47,98,16.066,16.10%,0,0,0,0,0.00%,9,7,16,2.623,2.60%,610,0,0,0
2014,Rama Road Elementary,RAMA ROAD ELEMENTARY,-80.771848,35.169177,3,5,8,1.223,1.20%,13,10,23,3.517,3.50%,77,76,153,23.394,23.40%,178,176,354,54.128,54.10%,57,43,100,15.291,15.30%,1,2,3,0.459,0.50%,7,6,13,1.988,2.00%,654,0,0,0
2015,Rama Road Elementary,RAMA ROAD ELEMENTARY,-80.771848,35.169177,1,2,3,0.509,0.50%,11,11,22,3.735,3.70%,64,77,141,23.939,23.90%,155,150,305,51.783,51.80%,59,48,107,18.166,18.20%,0,0,0,0,0.00%,4,7,11,1.868,1.90%,589,0,0,0
2016,Rama Road Elementary,RAMA ROAD ELEMENTARY,-80.771848,35.169177,1,0,1,0.168,0.20%,8,15,23,3.872,3.90%,75,85,160,26.936,26.90%,139,156,295,49.663,49.70%,55,45,100,16.835,16.80%,0,0,0,0,0.00%,5,10,15,2.525,2.50%,594,0,0,0
2017,Rama Road Elementary,RAMA ROAD ELEMENTARY,-80.771848,35.169177,0,0,0,0,0.00%,14,13,27,4.478,4.50%,76,93,169,28.027,28.00%,145,129,274,45.439,45.40%,63,56,119,19.735,19.70%,0,0,0,0,0.00%,6,8,14,2.322,2.30%,603,0,0,0
2018,Rama Road Elementary,RAMA ROAD ELEMENTARY,-80.771848,35.169177,1,2,3,0.516,0.50%,11,16,27,4.647,4.60%,81,99,180,30.981,31.00%,139,111,250,43.029,43.00%,57,49,106,18.244,18.20%,0,0,0,0,0.00%,4,11,15,2.582,2.60%,581,0,0,0
2019,Rama Road Elementary,RAMA ROAD ELEMENTARY,-80.771848,35.169177,0,2,2,0.372,0.40%,12,14,26,4.842,4.80%,85,84,169,31.471,31.50%,114,115,229,42.644,42.60%,49,48,97,18.063,18.10%,0,0,0,0,0.00%,6,8,14,2.607,2.60%,537,0,0,0
2020,Rama Road Elementary,RAMA ROAD ELEMENTARY,-80.771848,35.169177,0,1,1,0.192,0.20%,13,11,24,4.607,4.60%,86,84,170,32.63,32.60%,116,110,226,43.378,43.40%,45,41,86,16.507,16.50%,0,1,1,0.192,0.20%,7,6,13,2.495,2.50%,521,0,0,0
2008,RANDOLPH MIDDLE,RANDOLPH MIDDLE,-80.794519,35.18417,4,1,5,0.543,0.50%,31,28,59,6.413,6.40%,51,62,113,12.283,12.30%,243,266,509,55.326,55.30%,145,89,234,25.435,25.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,920,0,0,0
2009,RANDOLPH MIDDLE,RANDOLPH MIDDLE,-80.794519,35.18417,6,6,12,1.282,1.30%,31,32,63,6.731,6.70%,69,66,135,14.423,14.40%,228,251,479,51.175,51.20%,143,104,247,26.389,26.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,936,0,0,0
2010,RANDOLPH MIDDLE,RANDOLPH MIDDLE,-80.794519,35.18417,3,5,8,0.862,0.90%,39,31,70,7.543,7.50%,79,69,148,15.948,15.90%,210,229,439,47.306,47.30%,139,124,263,28.341,28.30%,0,0,0,0,0.00%,0,0,0,0,0.00%,928,0,0,0
2011,RANDOLPH MIDDLE,RANDOLPH MIDDLE,-80.794519,35.18417,2,4,6,0.583,0.60%,46,37,83,8.066,8.10%,83,81,164,15.938,15.90%,182,224,406,39.456,39.50%,162,150,312,30.321,30.30%,0,0,0,0,0.00%,32,26,58,5.637,5.60%,"1,029",0,0,0
2012,RANDOLPH MIDDLE,RANDOLPH MIDDLE,-80.794519,35.18417,3,2,5,0.45,0.50%,52,33,85,7.658,7.70%,85,94,179,16.126,16.10%,192,236,428,38.559,38.60%,182,184,366,32.973,33.00%,0,0,0,0,0.00%,25,22,47,4.234,4.20%,"1,110",0,0,0
2013,RANDOLPH MIDDLE,RANDOLPH MIDDLE,-80.794519,35.18417,4,3,7,0.586,0.60%,56,39,95,7.956,8.00%,109,106,215,18.007,18.00%,193,233,426,35.678,35.70%,186,213,399,33.417,33.40%,0,0,0,0,0.00%,26,26,52,4.355,4.40%,"1,194",0,0,0
2014,Randolph Middle,RANDOLPH MIDDLE,-80.794519,35.18417,1,2,3,0.251,0.30%,57,35,92,7.686,7.70%,120,105,225,18.797,18.80%,192,219,411,34.336,34.30%,210,207,417,34.837,34.80%,0,1,1,0.084,0.10%,24,24,48,4.01,4.00%,"1,197",0,0,0
2015,Randolph Middle,RANDOLPH MIDDLE,-80.794519,35.18417,2,3,5,0.423,0.40%,64,48,112,9.483,9.50%,112,104,216,18.29,18.30%,172,208,380,32.176,32.20%,226,193,419,35.478,35.50%,0,1,1,0.085,0.10%,26,22,48,4.064,4.10%,"1,181",0,0,0
2016,Randolph Middle,RANDOLPH MIDDLE,-80.794519,35.18417,3,4,7,0.606,0.60%,74,50,124,10.736,10.70%,116,118,234,20.26,20.30%,147,196,343,29.697,29.70%,222,181,403,34.892,34.90%,0,1,1,0.087,0.10%,22,21,43,3.723,3.70%,"1,155",0,0,0
2017,Randolph Middle,RANDOLPH MIDDLE,-80.794519,35.18417,3,3,6,0.518,0.50%,87,61,148,12.77,12.80%,119,126,245,21.139,21.10%,131,178,309,26.661,26.70%,214,198,412,35.548,35.50%,0,2,2,0.173,0.20%,21,16,37,3.192,3.20%,"1,159",0,0,0
2018,Randolph Middle,RANDOLPH MIDDLE,-80.794519,35.18417,1,3,4,0.353,0.40%,72,58,130,11.474,11.50%,136,153,289,25.508,25.50%,127,173,300,26.478,26.50%,194,188,382,33.716,33.70%,0,3,3,0.265,0.30%,12,13,25,2.207,2.20%,"1,133",0,0,0
2019,Randolph Middle,RANDOLPH MIDDLE,-80.794519,35.18417,0,3,3,0.254,0.30%,62,69,131,11.111,11.10%,156,169,325,27.566,27.60%,139,179,318,26.972,27.00%,181,198,379,32.146,32.10%,0,2,2,0.17,0.20%,9,12,21,1.781,1.80%,"1,179",0,0,0
2020,Randolph Middle,RANDOLPH MIDDLE,-80.794519,35.18417,1,2,3,0.252,0.30%,62,68,130,10.915,10.90%,179,173,352,29.555,29.60%,128,169,297,24.937,24.90%,179,210,389,32.662,32.70%,0,1,1,0.084,0.10%,5,14,19,1.595,1.60%,1191,0,0,0
2008,RANSON MIDDLE,RANSON MIDDLE,-80.837823,35.300852,6,7,13,1.141,1.10%,16,11,27,2.371,2.40%,60,58,118,10.36,10.40%,446,473,919,80.685,80.70%,30,32,62,5.443,5.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,1139,1,1,1
2009,RANSON MIDDLE,RANSON MIDDLE,-80.837823,35.300852,6,7,13,1.129,1.10%,12,16,28,2.433,2.40%,90,72,162,14.075,14.10%,428,466,894,77.672,77.70%,28,26,54,4.692,4.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,1151,1,1,1
2010,RANSON MIDDLE,RANSON MIDDLE,-80.837823,35.300852,6,6,12,1.025,1.00%,16,17,33,2.818,2.80%,76,81,157,13.407,13.40%,465,457,922,78.736,78.70%,23,24,47,4.014,4.00%,0,0,0,0,0.00%,0,0,0,0,0.00%,1171,1,1,1
2011,RANSON MIDDLE,RANSON MIDDLE,-80.837823,35.300852,5,5,10,0.857,0.90%,17,18,35,2.999,3.00%,81,84,165,14.139,14.10%,468,407,875,74.979,75.00%,24,14,38,3.256,3.30%,0,0,0,0,0.00%,19,25,44,3.77,3.80%,"1,167",0,1,1
2012,RANSON MIDDLE,RANSON MIDDLE,-80.837823,35.300852,8,3,11,1.004,1.00%,13,13,26,2.372,2.40%,85,89,174,15.876,15.90%,422,407,829,75.639,75.60%,20,10,30,2.737,2.70%,0,0,0,0,0.00%,12,14,26,2.372,2.40%,"1,096",1,1,1
2013,RANSON MIDDLE,RANSON MIDDLE,-80.837823,35.300852,5,3,8,0.725,0.70%,17,16,33,2.989,3.00%,97,91,188,17.029,17.00%,413,403,816,73.913,73.90%,12,18,30,2.717,2.70%,0,0,0,0,0.00%,12,17,29,2.627,2.60%,"1,104",0,1,1
2014,Ranson Middle,RANSON MIDDLE,-80.837823,35.300852,5,2,7,0.625,0.60%,11,17,28,2.5,2.50%,113,102,215,19.196,19.20%,423,392,815,72.768,72.80%,14,19,33,2.946,2.90%,0,1,1,0.089,0.10%,12,9,21,1.875,1.90%,"1,120",0,1,1
2015,Ranson Middle,RANSON MIDDLE,-80.837823,35.300852,5,2,7,0.615,0.60%,10,16,26,2.285,2.30%,115,117,232,20.387,20.40%,430,380,810,71.178,71.20%,15,20,35,3.076,3.10%,0,1,1,0.088,0.10%,16,11,27,2.373,2.40%,"1,138",0,1,1
2016,Ranson Middle,RANSON MIDDLE,-80.837823,35.300852,3,2,5,0.535,0.50%,11,16,27,2.891,2.90%,102,106,208,22.27,22.30%,336,306,642,68.737,68.70%,14,14,28,2.998,3.00%,0,0,0,0,0.00%,14,10,24,2.57,2.60%,934,0,1,1
2017,Ranson Middle,RANSON MIDDLE,-80.837823,35.300852,2,1,3,0.319,0.30%,15,14,29,3.088,3.10%,115,102,217,23.11,23.10%,328,304,632,67.306,67.30%,21,16,37,3.94,3.90%,0,0,0,0,0.00%,14,7,21,2.236,2.20%,939,0,1,1
2018,Ranson Middle,RANSON MIDDLE,-80.837823,35.300852,1,4,5,0.566,0.60%,17,22,39,4.417,4.40%,116,104,220,24.915,24.90%,288,286,574,65.006,65.00%,19,11,30,3.398,3.40%,0,0,0,0,0.00%,9,6,15,1.699,1.70%,883,0,1,1
2019,Ranson Middle,RANSON MIDDLE,-80.837823,35.300852,1,1,2,0.18,0.20%,19,26,45,4.05,4.10%,138,106,244,21.962,22.00%,412,355,767,69.037,69.00%,19,14,33,2.97,3.00%,2,0,2,0.18,0.20%,11,7,18,1.62,1.60%,"1,111",0,1,1
2020,Ranson Middle,RANSON MIDDLE,-80.837823,35.300852,0,2,2,0.192,0.20%,14,22,36,3.448,3.40%,115,120,235,22.51,22.50%,373,325,698,66.858,66.90%,8,8,16,1.533,1.50%,2,0,2,0.192,0.20%,26,29,55,5.268,5.30%,1044,0,1,1
2008,REEDY CREEK ELEM,REEDY CREEK ELEMENTARY,-80.684647,35.259879,2,1,3,0.346,0.30%,10,10,20,2.304,2.30%,80,67,147,16.935,16.90%,279,242,521,60.023,60.00%,89,88,177,20.392,20.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,868,0,0,0
2009,REEDY CREEK ELEM,REEDY CREEK ELEMENTARY,-80.684647,35.259879,2,4,6,0.701,0.70%,10,13,23,2.687,2.70%,73,81,154,17.991,18.00%,256,257,513,59.93,59.90%,84,76,160,18.692,18.70%,0,0,0,0,0.00%,0,0,0,0,0.00%,856,0,0,0
2010,REEDY CREEK ELEM,REEDY CREEK ELEMENTARY,-80.684647,35.259879,1,4,5,0.631,0.60%,11,10,21,2.648,2.60%,79,73,152,19.168,19.20%,239,238,477,60.151,60.20%,69,69,138,17.402,17.40%,0,0,0,0,0.00%,0,0,0,0,0.00%,793,0,0,0
2011,REEDY CREEK ELEMENTARY,REEDY CREEK ELEMENTARY,-80.684647,35.259879,1,2,3,0.373,0.40%,10,8,18,2.239,2.20%,79,81,160,19.9,19.90%,228,205,433,53.856,53.90%,59,62,121,15.05,15.00%,0,0,0,0,0.00%,32,37,69,8.582,8.60%,804,0,0,0
2012,REEDY CREEK ELEMENTARY,REEDY CREEK ELEMENTARY,-80.684647,35.259879,1,1,2,0.266,0.30%,9,10,19,2.523,2.50%,92,81,173,22.975,23.00%,222,206,428,56.839,56.80%,52,49,101,13.413,13.40%,0,0,0,0,0.00%,12,18,30,3.984,4.00%,753,0,0,0
2013,REEDY CREEK ELEMENTARY,REEDY CREEK ELEMENTARY,-80.684647,35.259879,1,1,2,0.272,0.30%,12,9,21,2.857,2.90%,94,79,173,23.537,23.50%,206,208,414,56.327,56.30%,51,45,96,13.061,13.10%,0,0,0,0,0.00%,9,20,29,3.946,3.90%,735,0,0,0
2014,Reedy Creek Elementary,REEDY CREEK ELEMENTARY,-80.684647,35.259879,0,1,1,0.134,0.10%,10,9,19,2.55,2.60%,106,89,195,26.174,26.20%,217,204,421,56.51,56.50%,46,42,88,11.812,11.80%,0,0,0,0,0.00%,9,12,21,2.819,2.80%,745,0,0,0
2015,Reedy Creek Elementary,REEDY CREEK ELEMENTARY,-80.684647,35.259879,0,1,1,0.137,0.10%,15,11,26,3.562,3.60%,117,87,204,27.945,27.90%,211,191,402,55.068,55.10%,47,33,80,10.959,11.00%,0,0,0,0,0.00%,5,12,17,2.329,2.30%,730,0,0,0
2016,Reedy Creek Elementary,REEDY CREEK ELEMENTARY,-80.684647,35.259879,1,2,3,0.386,0.40%,22,15,37,4.756,4.80%,102,101,203,26.093,26.10%,219,217,436,56.041,56.00%,43,27,70,8.997,9.00%,0,0,0,0,0.00%,8,21,29,3.728,3.70%,778,0,1,1
2017,Reedy Creek Elementary,REEDY CREEK ELEMENTARY,-80.684647,35.259879,1,2,3,0.389,0.40%,16,13,29,3.756,3.80%,108,97,205,26.554,26.60%,225,200,425,55.052,55.10%,43,35,78,10.104,10.10%,0,0,0,0,0.00%,11,21,32,4.145,4.10%,772,0,0,0
2018,Reedy Creek Elementary,REEDY CREEK ELEMENTARY,-80.684647,35.259879,1,2,3,0.388,0.40%,16,10,26,3.364,3.40%,114,114,228,29.495,29.50%,200,214,414,53.558,53.60%,41,30,71,9.185,9.20%,0,0,0,0,0.00%,12,19,31,4.01,4.00%,773,0,1,1
2019,Reedy Creek Elementary,REEDY CREEK ELEMENTARY,-80.684647,35.259879,0,0,0,0,0.00%,12,11,23,2.922,2.90%,119,122,241,30.623,30.60%,202,221,423,53.748,53.70%,38,26,64,8.132,8.10%,1,1,2,0.254,0.30%,10,24,34,4.32,4.30%,787,0,1,1
2020,Reedy Creek Elementary,REEDY CREEK ELEMENTARY,-80.684647,35.259879,1,1,2,0.24,0.20%,11,8,19,2.284,2.30%,131,136,267,32.091,32.10%,230,212,442,53.125,53.10%,35,30,65,7.813,7.80%,2,2,4,0.481,0.50%,15,18,33,3.966,4.00%,832,0,1,1
2008,REID PARK ELEMENTARY,REID PARK ACADEMY,-80.90523,35.204972,3,3,6,1.054,1.10%,1,1,2,0.351,0.40%,7,14,21,3.691,3.70%,268,263,531,93.322,93.30%,2,7,9,1.582,1.60%,0,0,0,0,0.00%,0,0,0,0,0.00%,569,1,1,1
2009,REID PARK ELEMENTARY,REID PARK ACADEMY,-80.90523,35.204972,1,2,3,0.511,0.50%,1,1,2,0.341,0.30%,9,18,27,4.6,4.60%,270,280,550,93.697,93.70%,2,3,5,0.852,0.90%,0,0,0,0,0.00%,0,0,0,0,0.00%,587,1,1,1
2010,REID PARK ELEMENTARY,REID PARK ACADEMY,-80.90523,35.204972,2,0,2,0.358,0.40%,4,8,12,2.151,2.20%,5,11,16,2.867,2.90%,258,267,525,94.086,94.10%,0,3,3,0.538,0.50%,0,0,0,0,0.00%,0,0,0,0,0.00%,558,1,1,1
2011,REID PARK ELEMENTARY,REID PARK ACADEMY,-80.90523,35.204972,0,1,1,0.23,0.20%,3,8,11,2.535,2.50%,4,4,8,1.843,1.80%,213,186,399,91.935,91.90%,1,3,4,0.922,0.90%,0,0,0,0,0.00%,9,2,11,2.535,2.50%,434,1,1,1
2012,REID PARK ACADEMY,REID PARK ACADEMY,-80.90523,35.204972,0,1,1,0.145,0.10%,7,12,19,2.758,2.80%,15,15,30,4.354,4.40%,351,275,626,90.856,90.90%,1,5,6,0.871,0.90%,0,0,0,0,0.00%,6,1,7,1.016,1.00%,689,1,1,1
2013,REID PARK ACADEMY,REID PARK ACADEMY,-80.90523,35.204972,0,1,1,0.132,0.10%,9,13,22,2.914,2.90%,16,17,33,4.371,4.40%,345,340,685,90.728,90.70%,6,4,10,1.325,1.30%,0,0,0,0,0.00%,4,0,4,0.53,0.50%,755,1,1,1
2014,Reid Park Academy,REID PARK ACADEMY,-80.90523,35.204972,0,2,2,0.258,0.30%,18,16,34,4.387,4.40%,24,23,47,6.065,6.10%,365,314,679,87.613,87.60%,2,2,4,0.516,0.50%,0,0,0,0,0.00%,6,3,9,1.161,1.20%,775,1,1,1
2015,Reid Park Academy,REID PARK ACADEMY,-80.90523,35.204972,0,1,1,0.117,0.10%,24,23,47,5.51,5.50%,30,27,57,6.682,6.70%,393,336,729,85.463,85.50%,6,5,11,1.29,1.30%,0,0,0,0,0.00%,4,4,8,0.938,0.90%,853,1,1,1
2016,Reid Park Academy,REID PARK ACADEMY,-80.90523,35.204972,0,0,0,0,0.00%,31,29,60,7.398,7.40%,28,29,57,7.028,7.00%,379,300,679,83.724,83.70%,8,2,10,1.233,1.20%,0,0,0,0,0.00%,2,3,5,0.617,0.60%,811,1,1,1
2017,Reid Park Academy,REID PARK ACADEMY,-80.90523,35.204972,2,0,2,0.223,0.20%,36,31,67,7.469,7.50%,38,45,83,9.253,9.30%,414,315,729,81.271,81.30%,8,3,11,1.226,1.20%,0,0,0,0,0.00%,2,3,5,0.557,0.60%,897,1,1,1
2018,Reid Park Academy,REID PARK ACADEMY,-80.90523,35.204972,0,0,0,0,0.00%,29,24,53,7.648,7.60%,38,41,79,11.4,11.40%,300,247,547,78.932,78.90%,3,5,8,1.154,1.20%,0,0,0,0,0.00%,2,4,6,0.866,0.90%,693,1,1,1
2019,Reid Park Academy,REID PARK ACADEMY,-80.90523,35.204972,0,0,0,0,0.00%,17,8,25,5.981,6.00%,20,27,47,11.244,11.20%,163,164,327,78.23,78.20%,6,5,11,2.632,2.60%,0,0,0,0,0.00%,6,2,8,1.914,1.90%,418,1,1,1
2020,Reid Park Academy,REID PARK ACADEMY,-80.90523,35.204972,0,0,0,0,0.00%,16,6,22,5.729,5.70%,21,29,50,13.021,13.00%,137,155,292,76.042,76.00%,8,6,14,3.646,3.60%,0,0,0,0,0.00%,6,0,6,1.563,1.60%,384,1,1,1
2008,RENAISSANCE OLYMPIC,RENAISSANCE OLYMPIC,-80.919841,35.207357,0,2,2,0.517,0.50%,2,7,9,2.326,2.30%,31,43,74,19.121,19.10%,71,81,152,39.276,39.30%,46,104,150,38.76,38.80%,0,0,0,0,0.00%,0,0,0,0,0.00%,387,0,0,0
2018,Renaissance West STEAM Academy,RENAISSANCE WEST STEAM ACADEMY,-80.919841,35.207357,4,1,5,1.247,1.20%,6,6,12,2.993,3.00%,43,53,96,23.94,23.90%,152,125,277,69.077,69.10%,3,2,5,1.247,1.20%,0,0,0,0,0.00%,2,4,6,1.496,1.50%,401,0,1,1
2019,Renaissance West STEAM Academy,RENAISSANCE WEST STEAM ACADEMY,-80.919841,35.207357,4,0,4,0.712,0.70%,15,14,29,5.16,5.20%,59,65,124,22.064,22.10%,206,181,387,68.861,68.90%,6,2,8,1.423,1.40%,0,0,0,0,0.00%,5,5,10,1.779,1.80%,562,0,1,1
2020,Renaissance West STEAM Academy,RENAISSANCE WEST STEAM ACADEMY,-80.919841,35.207357,0,1,1,0.149,0.10%,18,19,37,5.514,5.50%,77,74,151,22.504,22.50%,227,212,439,65.425,65.40%,5,3,8,1.192,1.20%,0,1,1,0.149,0.10%,15,19,34,5.067,5.10%,671,0,1,1
2010,RIDGE ROAD MIDDLE,RIDGE ROAD MIDDLE,-80.762354,35.376279,4,3,7,0.723,0.70%,21,19,40,4.132,4.10%,52,45,97,10.021,10.00%,284,299,583,60.227,60.20%,126,115,241,24.897,24.90%,0,0,0,0,0.00%,0,0,0,0,0.00%,968,0,0,0
2011,RIDGE ROAD MIDDLE,RIDGE ROAD MIDDLE,-80.762354,35.376279,7,4,11,0.906,0.90%,29,21,50,4.119,4.10%,64,45,109,8.979,9.00%,335,341,676,55.684,55.70%,145,160,305,25.124,25.10%,0,0,0,0,0.00%,26,37,63,5.189,5.20%,"1,214",0,0,0
2012,RIDGE ROAD MIDDLE,RIDGE ROAD MIDDLE,-80.762354,35.376279,8,6,14,1.052,1.10%,29,27,56,4.207,4.20%,70,64,134,10.068,10.10%,373,390,763,57.325,57.30%,146,170,316,23.742,23.70%,0,0,0,0,0.00%,20,28,48,3.606,3.60%,"1,331",0,0,0
2013,RIDGE ROAD MIDDLE,RIDGE ROAD MIDDLE,-80.762354,35.376279,5,8,13,0.899,0.90%,29,28,57,3.942,3.90%,66,67,133,9.198,9.20%,450,417,867,59.959,60.00%,154,170,324,22.407,22.40%,0,0,0,0,0.00%,26,26,52,3.596,3.60%,"1,446",0,0,0
2014,Ridge Road Middle,RIDGE ROAD MIDDLE,-80.762354,35.376279,0,1,1,0.069,0.10%,32,28,60,4.141,4.10%,68,79,147,10.145,10.10%,462,438,900,62.112,62.10%,142,145,287,19.807,19.80%,1,0,1,0.069,0.10%,25,28,53,3.658,3.70%,"1,449",0,0,0
2015,Ridge Road Middle,RIDGE ROAD MIDDLE,-80.762354,35.376279,2,0,2,0.156,0.20%,33,19,52,4.047,4.00%,68,70,138,10.739,10.70%,407,401,808,62.879,62.90%,124,100,224,17.432,17.40%,1,0,1,0.078,0.10%,26,34,60,4.669,4.70%,"1,285",0,0,0
2016,Ridge Road Middle,RIDGE ROAD MIDDLE,-80.762354,35.376279,2,2,4,0.336,0.30%,25,27,52,4.366,4.40%,65,60,125,10.495,10.50%,402,384,786,65.995,66.00%,100,89,189,15.869,15.90%,1,0,1,0.084,0.10%,10,24,34,2.855,2.90%,"1,191",0,0,0
2017,Ridge Road Middle,RIDGE ROAD MIDDLE,-80.762354,35.376279,2,6,8,0.643,0.60%,27,28,55,4.418,4.40%,80,70,150,12.048,12.00%,423,413,836,67.149,67.10%,79,80,159,12.771,12.80%,0,0,0,0,0.00%,19,18,37,2.972,3.00%,"1,245",0,0,0
2018,Ridge Road Middle,RIDGE ROAD MIDDLE,-80.762354,35.376279,4,6,10,0.807,0.80%,29,25,54,4.358,4.40%,93,76,169,13.64,13.60%,398,411,809,65.295,65.30%,69,94,163,13.156,13.20%,0,0,0,0,0.00%,17,17,34,2.744,2.70%,"1,239",0,0,0
2019,Ridge Road Middle,RIDGE ROAD MIDDLE,-80.762354,35.376279,2,4,6,0.468,0.50%,25,19,44,3.435,3.40%,95,90,185,14.442,14.40%,417,429,846,66.042,66.00%,78,82,160,12.49,12.50%,0,0,0,0,0.00%,20,20,40,3.123,3.10%,"1,281",0,0,0
2020,Ridge Road Middle,RIDGE ROAD MIDDLE,-80.762354,35.376279,2,2,4,0.303,0.30%,24,18,42,3.177,3.20%,109,89,198,14.977,15.00%,454,395,849,64.221,64.20%,87,83,170,12.859,12.90%,0,0,0,0,0.00%,30,29,59,4.463,4.50%,1322,0,0,0
2010,RIVER GATE ELEM,RIVER GATE ELEMENTARY,-80.977395,35.087763,3,1,4,0.587,0.60%,20,9,29,4.258,4.30%,76,50,126,18.502,18.50%,109,126,235,34.508,34.50%,159,128,287,42.144,42.10%,0,0,0,0,0.00%,0,0,0,0,0.00%,681,0,0,0
2011,RIVER GATE ELEMENTARY,RIVER GATE ELEMENTARY,-80.977395,35.087763,2,2,4,0.592,0.60%,17,9,26,3.846,3.80%,83,54,137,20.266,20.30%,81,104,185,27.367,27.40%,146,129,275,40.68,40.70%,0,0,0,0,0.00%,25,24,49,7.249,7.20%,676,0,0,0
2012,RIVER GATE ELEMENTARY,RIVER GATE ELEMENTARY,-80.977395,35.087763,3,2,5,0.696,0.70%,26,7,33,4.596,4.60%,96,59,155,21.588,21.60%,100,127,227,31.616,31.60%,143,136,279,38.858,38.90%,0,0,0,0,0.00%,9,10,19,2.646,2.60%,718,0,0,0
2013,RIVER GATE ELEMENTARY,RIVER GATE ELEMENTARY,-80.977395,35.087763,4,2,6,0.78,0.80%,20,13,33,4.291,4.30%,104,76,180,23.407,23.40%,106,125,231,30.039,30.00%,155,144,299,38.882,38.90%,0,0,0,0,0.00%,11,9,20,2.601,2.60%,769,0,0,0
2014,River Gate Elementary,RIVER GATE ELEMENTARY,-80.977395,35.087763,3,3,6,0.695,0.70%,24,21,45,5.214,5.20%,114,91,205,23.754,23.80%,126,149,275,31.866,31.90%,158,150,308,35.689,35.70%,0,2,2,0.232,0.20%,11,11,22,2.549,2.50%,863,0,0,0
2015,River Gate Elementary,RIVER GATE ELEMENTARY,-80.977395,35.087763,4,5,9,1.087,1.10%,25,28,53,6.401,6.40%,99,88,187,22.585,22.60%,134,126,260,31.401,31.40%,146,154,300,36.232,36.20%,0,2,2,0.242,0.20%,6,11,17,2.053,2.10%,828,0,0,0
2016,River Gate Elementary,RIVER GATE ELEMENTARY,-80.977395,35.087763,3,3,6,0.731,0.70%,20,27,47,5.725,5.70%,93,92,185,22.533,22.50%,151,143,294,35.81,35.80%,129,139,268,32.643,32.60%,1,3,4,0.487,0.50%,6,11,17,2.071,2.10%,821,0,0,0
